ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ELA,27.51,2.65,14.29,54.55,104.54,156.15,354.71,5.39,3.82,1.92,1.49,3.39,4,True,True,True,True,True,12.48,48.51,327.05,11.14,42.68,313.58,15.39,56.71,318.95,1.5059,,,1.01,clean,0.838,normal,none,94.33719433719433,95.55984555984556,96.01029601029602,95.3,1
SITM,729.51,0.45,4.66,41.47,83.36,160.9,264.37,10.26,8.89,2.01,1.93,3.17,5,True,True,True,True,True,2.86,35.43,236.71,1.52,29.6,223.24,5.76,43.63,228.62,2.589,XLK,0.5,-0.28,clean,0.993,normal,none,85.16194766194768,99.67824967824967,98.71299871299871,94.5,2
FLNC,21.36,0.66,12.78,72.96,31.85,35.19,342.24,19.37,5.71,0.44,1.1,10.74,4,True,True,True,True,True,10.97,66.92,314.58,9.63,61.09,301.11,13.88,75.12,306.48,3.2471,XLK,0.41,-0.17,clean,1.047,normal,none,84.44337194337194,95.55984555984556,99.29214929214929,93.1,3
ATEX,65.04,2.09,6.8,36.32,79.62,222.94,134.89,3.26,5.34,2.19,2.8,1.69,4,True,True,True,True,True,4.99,30.29,107.23,3.65,24.45,93.76,7.9,38.49,99.13,1.019,XLK,0.38,-0.08,clean,1.305,normal,none,89.48948948948949,95.55984555984556,93.56499356499357,92.9,4
SNDK,1641.64,3.25,17.89,63.78,151.82,623.32,4199.74,5.5,3.57,2.38,4.11,27.66,5,True,True,True,True,True,16.08,57.74,4172.08,14.74,51.91,4158.61,18.99,65.94,4163.98,0.0467,XLK,0.65,0.62,clean,0.687,thin,none,97.00772200772201,99.67824967824967,81.53153153153153,92.7,5
AXTI,115.7,-5.76,10.6,68.39,211.69,1138.76,7412.99,-1.84,6.45,3.1,5.38,35.02,4,True,True,True,True,True,8.79,62.35,7385.33,7.45,56.52,7371.86,11.7,70.55,7377.23,5.1586,,,-1.4,clean,0.702,thin,buy_today,81.18833118833119,95.55984555984556,99.87129987129987,92.2,6
CENX,67.53,2.75,14.89,13.86,29.34,142.83,312.78,5.41,0.93,2.12,4.87,10.66,4,True,True,True,True,True,13.08,7.82,285.12,11.74,1.99,271.64,15.99,16.02,277.02,0.428,IAU,0.33,0.33,clean,0.889,normal,none,89.62355212355213,95.55984555984556,87.51608751608751,90.9,7
ACMR,92.86,4.76,29.69,87.48,62.8,190.1,298.71,6.24,2.95,0.72,3.03,4.76,3,True,True,True,True,True,27.88,81.45,271.05,26.54,75.61,257.58,30.79,89.65,262.96,1.671,XLK,0.65,2.51,overextended,1.577,confirmed,none,96.25160875160874,78.28185328185329,96.65379665379665,90.4,8
HIMX,20.82,0.82,11.22,90.31,177.23,183.27,141.53,13.63,8.05,1.96,1.03,0.8,3,True,True,True,True,True,9.41,84.27,113.87,8.07,78.44,100.4,12.32,92.47,105.77,3.0398,XLK,0.4,-0.49,clean,0.833,normal,none,89.68253968253968,78.28185328185329,99.22779922779922,89.1,9
UMC,22.68,2.07,29.16,94.51,120.19,204.84,193.02,14.08,3.24,1.27,1.7,1.61,3,True,True,True,True,True,27.35,88.47,165.37,26.01,82.64,151.89,30.26,96.67,157.27,1.0359,XLK,0.48,2.61,overextended,1.517,confirmed,none,94.51951951951952,78.28185328185329,93.69369369369369,88.8,10
FUWAY,166.88,-6.55,7.66,27.72,90.5,456.27,645.0,-1.17,3.62,3.26,5.04,7.13,4,True,True,True,True,True,5.86,21.68,617.34,4.52,15.85,603.87,8.76,29.88,609.24,0.933,XLB,0.4,-0.52,clean,1.145,normal,buy_today,78.09416559416559,95.55984555984556,92.47104247104248,88.7,11
NBIS,226.34,8.62,18.0,67.03,115.81,146.29,468.41,2.09,3.72,1.73,1.26,4.04,3,True,True,True,True,True,16.19,60.99,440.75,14.85,55.16,427.28,19.1,69.19,432.65,0.7073,XLK,0.44,0.1,clean,0.932,normal,none,97.02917202917202,78.28185328185329,90.54054054054053,88.6,12
BTSG,60.83,0.46,3.82,28.09,51.58,72.67,160.18,8.27,7.35,1.84,1.41,3.11,4,True,True,True,True,True,2.02,22.05,132.52,0.68,16.22,119.05,4.92,30.25,124.42,0.6182,QQQ,0.55,0.47,clean,0.683,thin,none,80.73788073788074,95.55984555984556,89.12483912483913,88.5,13
BW,19.18,-1.13,0.05,31.19,108.71,226.75,2328.16,-0.05,597.92,3.49,2.09,21.42,4,True,True,True,True,True,-1.76,25.15,2300.5,-3.1,19.32,2287.03,1.15,33.35,2292.4,1.4489,,,-0.26,clean,0.712,thin,buy_today,72.46889746889747,95.55984555984556,95.62419562419564,87.9,14
VPG,125.25,-0.53,24.37,118.93,165.02,286.1,371.04,-45.8,4.88,1.39,1.73,2.25,3,True,True,True,True,True,22.56,112.89,343.38,21.22,107.06,329.91,25.47,121.09,335.29,3.2929,SPY,0.41,0.46,clean,2.189,confirmed,none,86.19691119691119,78.28185328185329,99.35649935649936,87.9,14
