ticker,price,ret_1d,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,ratio_1w_1d,ratio_1m_1w,ratio_3m_1m,ratio_6m_3m,ratio_1y_3m,ratio_passes,sma30,sma50,sma100,sma200,sma_all,vs_spy_1w,vs_spy_1m,vs_spy_1y,vs_qqq_1w,vs_qqq_1m,vs_qqq_1y,vs_iau_1w,vs_iau_1m,vs_iau_1y,bad_spy_score,top_pole,top_pole_corr,momentum_signal,momentum_flag,vol_ratio,vol_flag,pullback_flag,score_returns,score_ratios,score_spy_days,score,rank
ELA,27.51,2.65,14.29,54.55,104.54,156.15,354.71,5.39,3.82,1.92,1.49,3.39,4,True,True,True,True,True,12.49,48.52,327.06,11.14,42.68,313.58,15.39,56.71,318.95,1.5059,,,1.01,clean,0.838,normal,none,94.43371943371943,95.52767052767052,96.01029601029602,95.3,1
SITM,729.51,0.45,4.66,41.47,83.36,160.9,264.37,10.26,8.89,2.01,1.93,3.17,5,True,True,True,True,True,2.86,35.44,236.72,1.52,29.6,223.24,5.76,43.63,228.62,2.589,XLK,0.5,-0.28,clean,0.994,normal,none,85.24774774774777,99.67824967824967,98.71299871299871,94.5,2
FLNC,21.36,0.66,12.78,72.96,31.85,35.19,342.24,19.37,5.71,0.44,1.1,10.74,4,True,True,True,True,True,10.98,66.93,314.59,9.63,61.09,301.11,13.88,75.12,306.48,3.2471,XLK,0.41,-0.17,clean,1.048,normal,none,84.54525954525954,95.52767052767052,99.29214929214929,93.1,3
ATEX,65.04,2.09,6.8,36.32,79.62,222.94,134.89,3.26,5.34,2.19,2.8,1.69,4,True,True,True,True,True,5.0,30.29,107.24,3.65,24.45,93.76,7.9,38.49,99.13,1.019,XLK,0.38,-0.08,clean,1.305,normal,none,89.58601458601458,95.52767052767052,93.56499356499357,92.9,4
SNDK,1641.64,3.25,17.89,63.78,151.82,623.32,4199.74,5.5,3.57,2.38,4.11,27.66,5,True,True,True,True,True,16.09,57.75,4172.09,14.74,51.91,4158.61,18.99,65.94,4163.98,0.0467,XLK,0.65,0.62,clean,0.688,thin,none,97.08279708279709,99.67824967824967,81.53153153153153,92.8,5
AXTI,115.7,-5.76,10.6,68.39,211.69,1138.76,7412.99,-1.84,6.45,3.1,5.38,35.02,4,True,True,True,True,True,8.8,62.36,7385.34,7.45,56.52,7371.86,11.7,70.55,7377.23,5.1586,,,-1.4,clean,0.703,thin,buy_today,81.24195624195625,95.52767052767052,99.87129987129987,92.2,6
CENX,67.53,2.75,14.89,13.86,29.34,142.83,312.78,5.41,0.93,2.12,4.87,10.66,4,True,True,True,True,True,13.09,7.83,285.13,11.74,1.99,271.64,15.99,16.02,277.02,0.428,IAU,0.33,0.33,clean,0.889,normal,none,89.73080223080224,95.52767052767052,87.51608751608751,90.9,7
ACMR,92.86,4.76,29.69,87.48,62.8,190.1,298.71,6.24,2.95,0.72,3.03,4.76,3,True,True,True,True,True,27.89,81.45,271.06,26.54,75.61,257.58,30.79,89.65,262.96,1.671,XLK,0.65,2.51,overextended,1.58,confirmed,none,96.36422136422136,78.21750321750322,96.65379665379665,90.4,8
HIMX,20.82,0.82,11.22,90.31,177.23,183.27,141.53,13.63,8.05,1.96,1.03,0.8,3,True,True,True,True,True,9.42,84.28,113.88,8.07,78.44,100.4,12.32,92.47,105.77,3.0398,XLK,0.4,-0.49,clean,0.836,normal,none,89.73616473616472,78.21750321750322,99.22779922779922,89.1,9
UMC,22.68,2.07,29.16,94.51,120.19,204.84,193.02,14.08,3.24,1.27,1.7,1.61,3,True,True,True,True,True,27.36,88.48,165.37,26.01,82.64,151.89,30.26,96.67,157.27,1.0359,XLK,0.48,2.61,overextended,1.521,confirmed,none,94.5945945945946,78.21750321750322,93.69369369369369,88.8,10
